mtry,AUC,algorithm,split
68,0.6818207334587951,optifit_self,split_20
137,0.6872400129479064,optifit_self,split_20
274,0.6904535391771314,optifit_self,split_20
350,0.6898358103584145,optifit_self,split_20
30,0.7043006742994737,optifit_self,split_21
68,0.7132531031971194,optifit_self,split_21
137,0.718500732103259,optifit_self,split_21
274,0.71819907932769,optifit_self,split_21
350,0.7188172630977827,optifit_self,split_21
30,0.6643203988931318,optifit_self,split_22
68,0.6693205852602581,optifit_self,split_22
137,0.6694658457528025,optifit_self,split_22
274,0.6706059360185407,optifit_self,split_22
350,0.6703719810858617,optifit_self,split_22
30,0.6865120312494616,optifit_self,split_23
68,0.6967120416546464,optifit_self,split_23
137,0.703296990961434,optifit_self,split_23
274,0.7045514198596523,optifit_self,split_23
350,0.7042239976665785,optifit_self,split_23
30,0.6720877842864748,optifit_self,split_24
68,0.6763145010382633,optifit_self,split_24
137,0.6800976280260496,optifit_self,split_24
274,0.682212149395164,optifit_self,split_24
350,0.6793774747503601,optifit_self,split_24
30,0.6615653171016722,optifit_self,split_25
68,0.6701685351589743,optifit_self,split_25
137,0.6761279326508433,optifit_self,split_25
274,0.6771636209368966,optifit_self,split_25
350,0.6777662344018041,optifit_self,split_25
30,0.6954003624335132,optifit_self,split_26
68,0.7018660944166445,optifit_self,split_26
137,0.7065073842313405,optifit_self,split_26
274,0.7090842016176244,optifit_self,split_26
350,0.7095176096778834,optifit_self,split_26
30,0.6974346360140067,optifit_self,split_27
68,0.7052444493294976,optifit_self,split_27
137,0.7118453004871013,optifit_self,split_27
274,0.7140480910895776,optifit_self,split_27
350,0.7131516340747238,optifit_self,split_27
30,0.6860267225045902,optifit_self,split_28
68,0.6967362994933073,optifit_self,split_28
137,0.7011382803726481,optifit_self,split_28
274,0.7031523067484755,optifit_self,split_28
350,0.7048147523315107,optifit_self,split_28
30,0.6960514264228626,optifit_self,split_29
68,0.7023014671140703,optifit_self,split_29
137,0.7060558331547416,optifit_self,split_29
274,0.7070154120998502,optifit_self,split_29
350,0.7062695476608453,optifit_self,split_29
30,0.6965476972699045,optifit_self,split_30
68,0.7054539980780007,optifit_self,split_30
137,0.7087827482953566,optifit_self,split_30
274,0.7103833916651707,optifit_self,split_30
350,0.7101497112798428,optifit_self,split_30
30,0.6783737857036947,optifit_self,split_31
68,0.684461783737531,optifit_self,split_31
137,0.6880928575345708,optifit_self,split_31
274,0.688890154112966,optifit_self,split_31
350,0.6875607864669528,optifit_self,split_31
30,0.6898131892677261,optifit_self,split_32
68,0.6956950425788406,optifit_self,split_32
137,0.7000055853531442,optifit_self,split_32
274,0.7007651679618383,optifit_self,split_32
350,0.700289208614774,optifit_self,split_32
30,0.6738866598207219,optifit_self,split_33
68,0.6786323055052494,optifit_self,split_33
137,0.6817656463244233,optifit_self,split_33
274,0.6839138338300561,optifit_self,split_33
350,0.6818986462951973,optifit_self,split_33
30,0.6846324718481097,optifit_self,split_34
68,0.6918247319648997,optifit_self,split_34
137,0.6981022673402443,optifit_self,split_34
274,0.7020977340789278,optifit_self,split_34
350,0.7026759393280155,optifit_self,split_34
30,0.6761557737510636,optifit_self,split_35
68,0.6805712808171565,optifit_self,split_35
137,0.6806758589994778,optifit_self,split_35
274,0.6814446619886764,optifit_self,split_35
350,0.6781387150895063,optifit_self,split_35
30,0.6826951519941872,optifit_self,split_36
68,0.6884161931300563,optifit_self,split_36
137,0.6897171439664046,optifit_self,split_36
274,0.6911156488813469,optifit_self,split_36
350,0.6892508807544997,optifit_self,split_36
30,0.6602844954438917,optifit_self,split_37
68,0.6679117797671937,optifit_self,split_37
137,0.6730317485749789,optifit_self,split_37
274,0.6758922653879654,optifit_self,split_37
350,0.6757659542871454,optifit_self,split_37
30,0.7051034956154474,optifit_self,split_38
68,0.712432414630706,optifit_self,split_38
137,0.7155736090595082,optifit_self,split_38
274,0.7165140696770402,optifit_self,split_38
350,0.7163873629556561,optifit_self,split_38
30,0.6843808607095706,optifit_self,split_39
68,0.6900075325680353,optifit_self,split_39
137,0.6920523902713087,optifit_self,split_39
274,0.692143170561975,optifit_self,split_39
350,0.6915757198555381,optifit_self,split_39
30,0.6886840997906011,optifit_self,split_40
68,0.6965174684688107,optifit_self,split_40
137,0.7022046669691728,optifit_self,split_40
274,0.7027397700708434,optifit_self,split_40
350,0.7023756332649045,optifit_self,split_40
30,0.6842090980210975,optifit_self,split_41
68,0.6889980620562985,optifit_self,split_41
137,0.6925026665247229,optifit_self,split_41
274,0.6947845688004461,optifit_self,split_41
350,0.6926623749989468,optifit_self,split_41
30,0.6992766786997429,optifit_self,split_42
68,0.7047509764591742,optifit_self,split_42
137,0.7097500826670319,optifit_self,split_42
274,0.7114171560570991,optifit_self,split_42
350,0.7095933219920509,optifit_self,split_42
30,0.6959838246545175,optifit_self,split_43
68,0.7024855629267733,optifit_self,split_43
137,0.7071017909777885,optifit_self,split_43
274,0.7108238182411516,optifit_self,split_43
350,0.7108741690558906,optifit_self,split_43
30,0.6890821811750735,optifit_self,split_44
68,0.6970690349115289,optifit_self,split_44
137,0.7032299827835539,optifit_self,split_44
274,0.7047039439000435,optifit_self,split_44
350,0.7044043655773337,optifit_self,split_44
30,0.6828721855998696,optifit_self,split_45
68,0.6915982852711249,optifit_self,split_45
137,0.6952359385528336,optifit_self,split_45
274,0.6996740040006562,optifit_self,split_45
350,0.701079588530277,optifit_self,split_45
30,0.6838841183110361,optifit_self,split_46
68,0.6876204141724191,optifit_self,split_46
137,0.6913153964917941,optifit_self,split_46
274,0.6943762131155151,optifit_self,split_46
350,0.6934017518095991,optifit_self,split_46
30,0.6842065759303777,optifit_self,split_47
68,0.6918654438643261,optifit_self,split_47
137,0.6942782766108354,optifit_self,split_47
274,0.6911034042710285,optifit_self,split_47
350,0.6911761120596907,optifit_self,split_47
30,0.6931414730049797,optifit_self,split_48
68,0.7010077044907062,optifit_self,split_48
137,0.7048961533453766,optifit_self,split_48
274,0.7064152039157052,optifit_self,split_48
350,0.7090070270039112,optifit_self,split_48
30,0.681817728458285,optifit_self,split_49
68,0.6878019913034936,optifit_self,split_49
137,0.6944158978676401,optifit_self,split_49
274,0.6980511553852549,optifit_self,split_49
350,0.6976958487135987,optifit_self,split_49
30,0.6723996279264238,optifit_self,split_50
68,0.6790159444828833,optifit_self,split_50
137,0.6856674591906374,optifit_self,split_50
274,0.688592874149458,optifit_self,split_50
350,0.6907712825694793,optifit_self,split_50
30,0.6466909541239547,optifit_self,split_51
68,0.6503557973571936,optifit_self,split_51
137,0.6557129393395618,optifit_self,split_51
274,0.6601652742407207,optifit_self,split_51
350,0.6609106711834384,optifit_self,split_51
30,0.6511106081034348,optifit_self,split_52
68,0.6594809639619814,optifit_self,split_52
137,0.6655172249810224,optifit_self,split_52
274,0.6667165461647794,optifit_self,split_52
350,0.666744427068781,optifit_self,split_52
30,0.6776647602469439,optifit_self,split_53
68,0.6861896557616103,optifit_self,split_53
137,0.6943117922305105,optifit_self,split_53
274,0.6983876859750706,optifit_self,split_53
350,0.6981163859061965,optifit_self,split_53
30,0.6828219370422284,optifit_self,split_54
68,0.6907217016706914,optifit_self,split_54
137,0.695026312928838,optifit_self,split_54
274,0.6977784706969518,optifit_self,split_54
350,0.6990335358948201,optifit_self,split_54
30,0.7052311785178754,optifit_self,split_55
68,0.7107503462726127,optifit_self,split_55
137,0.7144728871666193,optifit_self,split_55
274,0.715446965175023,optifit_self,split_55
350,0.7157359206871607,optifit_self,split_55
30,0.7096590279653628,optifit_self,split_56
68,0.7200182481528796,optifit_self,split_56
137,0.7254802450190708,optifit_self,split_56
274,0.73008499363402,optifit_self,split_56
350,0.7297680062253664,optifit_self,split_56
30,0.6883111856571391,optifit_self,split_57
68,0.6957369925597899,optifit_self,split_57
137,0.697791102217392,optifit_self,split_57
274,0.7029785575135336,optifit_self,split_57
350,0.7026103690317586,optifit_self,split_57
30,0.6936874723111169,optifit_self,split_58
68,0.700050057168412,optifit_self,split_58
137,0.7054729594013639,optifit_self,split_58
274,0.7072092973576752,optifit_self,split_58
350,0.7087245754676658,optifit_self,split_58
30,0.6955599420281809,optifit_self,split_59
68,0.7013205410014959,optifit_self,split_59
137,0.7060276164476034,optifit_self,split_59
274,0.7086217857336253,optifit_self,split_59
350,0.7073456622697745,optifit_self,split_59
30,0.6783161057111481,optifit_self,split_60
68,0.6841210541499575,optifit_self,split_60
137,0.6873639865127781,optifit_self,split_60
274,0.6878207141928563,optifit_self,split_60
350,0.6889473282892612,optifit_self,split_60
30,0.6856276957023933,optifit_self,split_61
68,0.6947452056975508,optifit_self,split_61
137,0.7010865560809862,optifit_self,split_61
274,0.7039364503769109,optifit_self,split_61
350,0.7048476484620424,optifit_self,split_61
30,0.6966977103441104,optifit_self,split_62
68,0.7018171981504305,optifit_self,split_62
137,0.7058954509162335,optifit_self,split_62
274,0.7057497741536515,optifit_self,split_62
350,0.705579807271591,optifit_self,split_62
30,0.6906288870369461,optifit_self,split_63
68,0.6996748031527348,optifit_self,split_63
137,0.7025153896988954,optifit_self,split_63
274,0.7053850589447915,optifit_self,split_63
350,0.7050587909187641,optifit_self,split_63
30,0.6893942878836413,optifit_self,split_64
68,0.696914708608504,optifit_self,split_64
137,0.7016829445801389,optifit_self,split_64
274,0.7019897188858779,optifit_self,split_64
350,0.7015892513871378,optifit_self,split_64
30,0.6757764025133014,optifit_self,split_65
68,0.6821956109625625,optifit_self,split_65
137,0.686756599249746,optifit_self,split_65
274,0.6878160683362017,optifit_self,split_65
350,0.6880674305157469,optifit_self,split_65
30,0.6955329345339288,optifit_self,split_66
68,0.7010852959419218,optifit_self,split_66
137,0.7045633658029516,optifit_self,split_66
274,0.70427675849225,optifit_self,split_66
350,0.7027811782370886,optifit_self,split_66
30,0.6576926706939654,optifit_self,split_67
68,0.6616404695893745,optifit_self,split_67
137,0.6688130492097296,optifit_self,split_67
274,0.6717589465812606,optifit_self,split_67
350,0.6725629493778128,optifit_self,split_67
30,0.6780454647197924,optifit_self,split_68
68,0.6873866931500519,optifit_self,split_68
137,0.692064048468391,optifit_self,split_68
274,0.698051781048424,optifit_self,split_68
350,0.6977656891826876,optifit_self,split_68
30,0.6920045587425506,optifit_self,split_69
68,0.698730238688191,optifit_self,split_69
137,0.7033775574381655,optifit_self,split_69
274,0.7055275668596604,optifit_self,split_69
350,0.7059969707833138,optifit_self,split_69
30,0.6585839444504682,optifit_self,split_70
68,0.6684403017879551,optifit_self,split_70
137,0.6706449471500576,optifit_self,split_70
274,0.6714809467051494,optifit_self,split_70
350,0.6704779121744118,optifit_self,split_70
30,0.6823256618773791,optifit_self,split_71
68,0.6848629817957709,optifit_self,split_71
137,0.6898979240506105,optifit_self,split_71
274,0.6924565215694171,optifit_self,split_71
350,0.6913782566058497,optifit_self,split_71
30,0.6727365098206177,optifit_self,split_72
68,0.6815716700884353,optifit_self,split_72
137,0.6853230396798089,optifit_self,split_72
274,0.6879795138635346,optifit_self,split_72
350,0.6889531230837362,optifit_self,split_72
30,0.67423098080724,optifit_self,split_73
68,0.6827076010129337,optifit_self,split_73
137,0.6863300782960005,optifit_self,split_73
274,0.6881513671995124,optifit_self,split_73
350,0.6885490718965804,optifit_self,split_73
30,0.6757711139203977,optifit_self,split_74
68,0.6805191538539964,optifit_self,split_74
137,0.683226491979932,optifit_self,split_74
274,0.6857968106594526,optifit_self,split_74
350,0.6858345034731298,optifit_self,split_74
30,0.6903952461944861,optifit_self,split_75
68,0.6990275065369864,optifit_self,split_75
137,0.7066752227662646,optifit_self,split_75
274,0.7091259919632663,optifit_self,split_75
350,0.7087263013916262,optifit_self,split_75
30,0.6785003295283444,optifit_self,split_76
68,0.6844869394689532,optifit_self,split_76
137,0.6844472616791318,optifit_self,split_76
274,0.6864959722823453,optifit_self,split_76
350,0.6853330001655127,optifit_self,split_76
30,0.7068569569032477,optifit_self,split_77
68,0.7128385593184504,optifit_self,split_77
137,0.7167919968636393,optifit_self,split_77
274,0.7192447187072536,optifit_self,split_77
350,0.7188091332144768,optifit_self,split_77
30,0.6934181058361572,optifit_self,split_78
68,0.7050030929788029,optifit_self,split_78
137,0.7093945185671913,optifit_self,split_78
274,0.7143285973506988,optifit_self,split_78
350,0.7157893086329051,optifit_self,split_78
30,0.6812755040070552,optifit_self,split_79
68,0.6845151018851462,optifit_self,split_79
137,0.6872006005236582,optifit_self,split_79
274,0.687392259088076,optifit_self,split_79
350,0.6875785038556844,optifit_self,split_79
30,0.674011808215437,optifit_self,split_80
68,0.6808149241436171,optifit_self,split_80
137,0.6809323911352547,optifit_self,split_80
274,0.6813933103308125,optifit_self,split_80
350,0.6803662261760824,optifit_self,split_80
30,0.7005155447559385,optifit_self,split_81
68,0.7087751203587792,optifit_self,split_81
137,0.7129566144468598,optifit_self,split_81
274,0.714772702293495,optifit_self,split_81
350,0.7159735607539863,optifit_self,split_81
30,0.6874779831425161,optifit_self,split_82
68,0.6952652074020736,optifit_self,split_82
137,0.7002591385744402,optifit_self,split_82
274,0.7027423056958981,optifit_self,split_82
350,0.7037950168756056,optifit_self,split_82
30,0.6940803663528882,optifit_self,split_83
68,0.7014874568103258,optifit_self,split_83
137,0.70654190274885,optifit_self,split_83
274,0.7117992859703667,optifit_self,split_83
350,0.7119622559678083,optifit_self,split_83
30,0.6778066773612006,optifit_self,split_84
68,0.6831788743483916,optifit_self,split_84
137,0.6849763485509174,optifit_self,split_84
274,0.6852195689188418,optifit_self,split_84
350,0.6845791526294104,optifit_self,split_84
30,0.6676571613537342,optifit_self,split_85
68,0.6731060938093923,optifit_self,split_85
137,0.6790657284451039,optifit_self,split_85
274,0.6837737941471508,optifit_self,split_85
350,0.682672897790199,optifit_self,split_85
30,0.6731847741320851,optifit_self,split_86
68,0.6804310651042518,optifit_self,split_86
137,0.6853780643679301,optifit_self,split_86
274,0.6853999857353332,optifit_self,split_86
350,0.6877273764485503,optifit_self,split_86
30,0.6587657696593007,optifit_self,split_87
68,0.6626813274692275,optifit_self,split_87
137,0.6640983901089537,optifit_self,split_87
274,0.6628827652015855,optifit_self,split_87
350,0.6620024424727808,optifit_self,split_87
30,0.7038795895706047,optifit_self,split_88
68,0.710797145106245,optifit_self,split_88
137,0.7148941807014308,optifit_self,split_88
274,0.7192064886290186,optifit_self,split_88
350,0.7194103401109245,optifit_self,split_88
30,0.6637480662721704,optifit_self,split_89
68,0.6680989015397742,optifit_self,split_89
137,0.6725477884668346,optifit_self,split_89
274,0.6701030058856737,optifit_self,split_89
350,0.6693227163235195,optifit_self,split_89
30,0.6635178566880958,optifit_self,split_90
68,0.668240500857681,optifit_self,split_90
137,0.6710582163540556,optifit_self,split_90
274,0.6725769629201768,optifit_self,split_90
350,0.6729482021704625,optifit_self,split_90
30,0.686816673678501,optifit_self,split_91
68,0.6957962614863676,optifit_self,split_91
137,0.7003570245793169,optifit_self,split_91
274,0.7034647628954525,optifit_self,split_91
350,0.7039691178831446,optifit_self,split_91
30,0.6818470142754638,optifit_self,split_92
68,0.6859449847453034,optifit_self,split_92
137,0.6926666863337201,optifit_self,split_92
274,0.696735457880249,optifit_self,split_92
350,0.6966855435362962,optifit_self,split_92
30,0.6749510039151455,optifit_self,split_93
68,0.6817898608188225,optifit_self,split_93
137,0.6868001279206234,optifit_self,split_93
274,0.6875883492862086,optifit_self,split_93
350,0.6873203963749194,optifit_self,split_93
30,0.6705369186754655,optifit_self,split_94
68,0.6736770744698827,optifit_self,split_94
137,0.6754087204861557,optifit_self,split_94
274,0.6748276059216662,optifit_self,split_94
350,0.6717149444780781,optifit_self,split_94
30,0.6421286998927384,optifit_self,split_95
68,0.6497756629055637,optifit_self,split_95
137,0.6535306655381313,optifit_self,split_95
274,0.656596836141215,optifit_self,split_95
350,0.6583969313242877,optifit_self,split_95
30,0.696761988452405,optifit_self,split_96
68,0.7056841670934378,optifit_self,split_96
137,0.712082209561473,optifit_self,split_96
274,0.7177379082194962,optifit_self,split_96
350,0.7183985321063491,optifit_self,split_96
30,0.664121759814313,optifit_self,split_97
68,0.674640212271843,optifit_self,split_97
137,0.6795574440835894,optifit_self,split_97
274,0.6813073636464491,optifit_self,split_97
350,0.6822814211897992,optifit_self,split_97
30,0.6836248012530933,optifit_self,split_98
68,0.6950283916747717,optifit_self,split_98
137,0.6997615284883293,optifit_self,split_98
274,0.7049147507402622,optifit_self,split_98
350,0.7052577109374514,optifit_self,split_98
30,0.6552096108225478,optifit_self,split_99
68,0.65980346073538,optifit_self,split_99
137,0.6614278689233326,optifit_self,split_99
274,0.6621118174029196,optifit_self,split_99
350,0.66138627986649,optifit_self,split_99
30,0.679634435896637,optifit_self,split_100
68,0.684890955773619,optifit_self,split_100
137,0.6872610003411519,optifit_self,split_100
274,0.6861693358149448,optifit_self,split_100
350,0.6855848490248029,optifit_self,split_100
30,0.6773123979518887,optifit_gg,split_1
68,0.6757201537106812,optifit_gg,split_1
137,0.6748633438423549,optifit_gg,split_1
274,0.6698448761087563,optifit_gg,split_1
350,0.6691624311642964,optifit_gg,split_1
30,0.6964233770513308,optifit_gg,split_2
68,0.6955725039644618,optifit_gg,split_2
137,0.695004148700706,optifit_gg,split_2
274,0.6921740035744733,optifit_gg,split_2
350,0.6917645654000226,optifit_gg,split_2
30,0.7037565925753898,optifit_gg,split_3
68,0.7050174025605542,optifit_gg,split_3
137,0.7030447786717255,optifit_gg,split_3
274,0.6973762721440606,optifit_gg,split_3
350,0.6950723115279256,optifit_gg,split_3
30,0.671798584597475,optifit_gg,split_4
68,0.6750455044942182,optifit_gg,split_4
137,0.675279243562057,optifit_gg,split_4
274,0.6725284605449249,optifit_gg,split_4
350,0.671147730434571,optifit_gg,split_4
30,0.6820600028338208,optifit_gg,split_5
68,0.6846287552389804,optifit_gg,split_5
137,0.6817716403529416,optifit_gg,split_5
274,0.6774912900195637,optifit_gg,split_5
350,0.675583395336573,optifit_gg,split_5
30,0.6599654357493644,optifit_gg,split_6
68,0.6620458893327307,optifit_gg,split_6
137,0.6606772742462004,optifit_gg,split_6
274,0.6582313126511231,optifit_gg,split_6
350,0.6565977227051878,optifit_gg,split_6
30,0.6902802786242607,optifit_gg,split_7
68,0.6907410618187252,optifit_gg,split_7
137,0.688399194161872,optifit_gg,split_7
274,0.6838152490443249,optifit_gg,split_7
350,0.6815267901931792,optifit_gg,split_7
30,0.6877134936498147,optifit_gg,split_8
68,0.6872725070494532,optifit_gg,split_8
137,0.6851999849313369,optifit_gg,split_8
274,0.6835901102212532,optifit_gg,split_8
350,0.6799416217129058,optifit_gg,split_8
30,0.6956798192239964,optifit_gg,split_9
68,0.6969940640259491,optifit_gg,split_9
137,0.695327776722517,optifit_gg,split_9
274,0.6915524160432633,optifit_gg,split_9
350,0.6895891421448751,optifit_gg,split_9
30,0.695902415076292,optifit_gg,split_10
68,0.6994481328748203,optifit_gg,split_10
137,0.699171002328814,optifit_gg,split_10
274,0.697996876439019,optifit_gg,split_10
350,0.6962496106374552,optifit_gg,split_10
30,0.6932090066305182,optifit_gg,split_11
68,0.6940824581496876,optifit_gg,split_11
137,0.6938044272493753,optifit_gg,split_11
274,0.6880241290382079,optifit_gg,split_11
350,0.6852286095634712,optifit_gg,split_11
30,0.6983315241692146,optifit_gg,split_12
68,0.7025397300069081,optifit_gg,split_12
137,0.7017105679155969,optifit_gg,split_12
274,0.6991588683698364,optifit_gg,split_12
350,0.6967982606597843,optifit_gg,split_12
30,0.6793610543617145,optifit_gg,split_13
68,0.6836688124497814,optifit_gg,split_13
137,0.6839903736811938,optifit_gg,split_13
274,0.6791186193823058,optifit_gg,split_13
350,0.6774696784798319,optifit_gg,split_13
30,0.7020401925164118,optifit_gg,split_14
68,0.7080670872776964,optifit_gg,split_14
137,0.7109211404862217,optifit_gg,split_14
274,0.7112349718972535,optifit_gg,split_14
350,0.7106192870255936,optifit_gg,split_14
30,0.6880759586306916,optifit_gg,split_15
68,0.6913766087322701,optifit_gg,split_15
137,0.6895110653802584,optifit_gg,split_15
274,0.6884917018225648,optifit_gg,split_15
350,0.6865367035079836,optifit_gg,split_15
30,0.6940982642240682,optifit_gg,split_16
68,0.6928585095631071,optifit_gg,split_16
137,0.6901364715765342,optifit_gg,split_16
274,0.6837483145690232,optifit_gg,split_16
350,0.6803545606897738,optifit_gg,split_16
30,0.6890629813267352,optifit_gg,split_17
68,0.6886560723315729,optifit_gg,split_17
137,0.6842785330948609,optifit_gg,split_17
274,0.6780568643721285,optifit_gg,split_17
350,0.6767017732548783,optifit_gg,split_17
30,0.6822002246723804,optifit_gg,split_18
68,0.6821125937539848,optifit_gg,split_18
137,0.6781818118221423,optifit_gg,split_18
274,0.6758577135237286,optifit_gg,split_18
350,0.6745977991214827,optifit_gg,split_18
30,0.6995071962397726,optifit_gg,split_19
68,0.700239595425744,optifit_gg,split_19
137,0.6991118031874224,optifit_gg,split_19
274,0.6949926491040164,optifit_gg,split_19
350,0.693200466396263,optifit_gg,split_19
30,0.6843277273776139,optifit_gg,split_20
68,0.6839374002193032,optifit_gg,split_20
137,0.6807911326626773,optifit_gg,split_20
274,0.6773718373980553,optifit_gg,split_20
350,0.675306694987265,optifit_gg,split_20
30,0.7114462943865418,optifit_gg,split_21
68,0.7146203583118019,optifit_gg,split_21
137,0.7134706200572272,optifit_gg,split_21
274,0.7086609240322956,optifit_gg,split_21
350,0.7069393256150912,optifit_gg,split_21
30,0.6819151898576805,optifit_gg,split_22
68,0.6815722389373529,optifit_gg,split_22
137,0.6824119196753794,optifit_gg,split_22
274,0.677688004114081,optifit_gg,split_22
350,0.6783724037465033,optifit_gg,split_22
30,0.7049889950022615,optifit_gg,split_23
68,0.7060007547982532,optifit_gg,split_23
137,0.7010136267278747,optifit_gg,split_23
274,0.6944916864058885,optifit_gg,split_23
350,0.692952424998021,optifit_gg,split_23
30,0.683876140384582,optifit_gg,split_24
68,0.6839258269743484,optifit_gg,split_24
137,0.682726160407161,optifit_gg,split_24
274,0.6770714182020096,optifit_gg,split_24
350,0.6764156013545496,optifit_gg,split_24
30,0.6738030683451603,optifit_gg,split_25
68,0.6788407267975546,optifit_gg,split_25
137,0.6799146224669145,optifit_gg,split_25
274,0.6769160381281777,optifit_gg,split_25
350,0.6782674615390376,optifit_gg,split_25
30,0.7115978285894219,optifit_gg,split_26
68,0.7131836456936772,optifit_gg,split_26
137,0.7115174640701472,optifit_gg,split_26
274,0.710298794904728,optifit_gg,split_26
350,0.7091205221677922,optifit_gg,split_26
30,0.7163103756506171,optifit_gg,split_27
68,0.7176709520843931,optifit_gg,split_27
137,0.7199990487002285,optifit_gg,split_27
274,0.7184678913452917,optifit_gg,split_27
350,0.7181472797568479,optifit_gg,split_27
30,0.6857554041461936,optifit_gg,split_28
68,0.687062823062198,optifit_gg,split_28
137,0.683886621973714,optifit_gg,split_28
274,0.6800911305166921,optifit_gg,split_28
350,0.676100208251756,optifit_gg,split_28
30,0.7153816733398312,optifit_gg,split_29
68,0.7167496575271215,optifit_gg,split_29
137,0.7145622155729008,optifit_gg,split_29
274,0.711767108944287,optifit_gg,split_29
350,0.7107246194979482,optifit_gg,split_29
30,0.7111797978845467,optifit_gg,split_30
68,0.7132596784528822,optifit_gg,split_30
137,0.7136307726374559,optifit_gg,split_30
274,0.7103423324799664,optifit_gg,split_30
350,0.7090084240897035,optifit_gg,split_30
30,0.7066581007092195,optifit_gg,split_31
68,0.7071118386191269,optifit_gg,split_31
137,0.7047151541924485,optifit_gg,split_31
274,0.7004935141323335,optifit_gg,split_31
350,0.6984544331075833,optifit_gg,split_31
30,0.693795134724389,optifit_gg,split_32
68,0.6952586603355891,optifit_gg,split_32
137,0.6935756918484236,optifit_gg,split_32
274,0.6915086314303095,optifit_gg,split_32
350,0.690094988858595,optifit_gg,split_32
30,0.679948156835631,optifit_gg,split_33
68,0.6828387137958059,optifit_gg,split_33
137,0.6837341369570675,optifit_gg,split_33
274,0.6828720629376397,optifit_gg,split_33
350,0.6817269692678283,optifit_gg,split_33
30,0.6961101779135833,optifit_gg,split_34
68,0.700180928342911,optifit_gg,split_34
137,0.7012478397991783,optifit_gg,split_34
274,0.7015960066656555,optifit_gg,split_34
350,0.7024664425996349,optifit_gg,split_34
30,0.6891063766171348,optifit_gg,split_35
68,0.6881173340456047,optifit_gg,split_35
137,0.6840351012385919,optifit_gg,split_35
274,0.679591330249582,optifit_gg,split_35
350,0.6766347508048086,optifit_gg,split_35
30,0.6936111077452515,optifit_gg,split_36
68,0.6935362628960557,optifit_gg,split_36
137,0.6920727439262071,optifit_gg,split_36
274,0.6875219539966162,optifit_gg,split_36
350,0.6867697293852526,optifit_gg,split_36
30,0.6845334055016666,optifit_gg,split_37
68,0.6872621954765582,optifit_gg,split_37
137,0.6881683494388154,optifit_gg,split_37
274,0.6864117546213571,optifit_gg,split_37
350,0.6856438030177003,optifit_gg,split_37
30,0.7150964914116182,optifit_gg,split_38
68,0.7160377924228911,optifit_gg,split_38
137,0.7133167019236075,optifit_gg,split_38
274,0.7094562307845618,optifit_gg,split_38
350,0.7078160454777843,optifit_gg,split_38
30,0.6977132948278308,optifit_gg,split_39
68,0.6968774450053616,optifit_gg,split_39
137,0.6972331654703808,optifit_gg,split_39
274,0.6931951928059307,optifit_gg,split_39
350,0.691816731856121,optifit_gg,split_39
30,0.7041324903207936,optifit_gg,split_40
68,0.7050218560076656,optifit_gg,split_40
137,0.7050891294435314,optifit_gg,split_40
274,0.7017738591115777,optifit_gg,split_40
350,0.6997442336903492,optifit_gg,split_40
30,0.6964329659161765,optifit_gg,split_41
68,0.6980602414823756,optifit_gg,split_41
137,0.6980186263709579,optifit_gg,split_41
274,0.6943410083969315,optifit_gg,split_41
350,0.6925727390348951,optifit_gg,split_41
30,0.7001910004542554,optifit_gg,split_42
68,0.7037729746392999,optifit_gg,split_42
137,0.704166773710586,optifit_gg,split_42
274,0.7001123049596324,optifit_gg,split_42
350,0.6983487558428371,optifit_gg,split_42
30,0.7188002521214387,optifit_gg,split_43
68,0.7214947129240384,optifit_gg,split_43
137,0.7233442243315462,optifit_gg,split_43
274,0.7218061191640426,optifit_gg,split_43
350,0.7216291652789147,optifit_gg,split_43
30,0.6962274002723845,optifit_gg,split_44
68,0.6974392437401458,optifit_gg,split_44
137,0.6948776258254344,optifit_gg,split_44
274,0.6928368140307744,optifit_gg,split_44
350,0.6890807451026384,optifit_gg,split_44
30,0.6990577415519835,optifit_gg,split_45
68,0.7027613060203748,optifit_gg,split_45
137,0.7044962691180408,optifit_gg,split_45
274,0.705540612517944,optifit_gg,split_45
350,0.7061993435019044,optifit_gg,split_45
30,0.6992474026329512,optifit_gg,split_46
68,0.7018247713188108,optifit_gg,split_46
137,0.6999386593484586,optifit_gg,split_46
274,0.6962584371277514,optifit_gg,split_46
350,0.6946567477443758,optifit_gg,split_46
30,0.6959857477378354,optifit_gg,split_47
68,0.6947507252712809,optifit_gg,split_47
137,0.6904479998207989,optifit_gg,split_47
274,0.6864069674861735,optifit_gg,split_47
350,0.6845274915673298,optifit_gg,split_47
30,0.7053640450339883,optifit_gg,split_48
68,0.7074769283880378,optifit_gg,split_48
137,0.7054857569473949,optifit_gg,split_48
274,0.7026094755145209,optifit_gg,split_48
350,0.6997369368795973,optifit_gg,split_48
30,0.6914169707261505,optifit_gg,split_49
68,0.6914560013319776,optifit_gg,split_49
137,0.6896896005705839,optifit_gg,split_49
274,0.6842110597126223,optifit_gg,split_49
350,0.68282934781068,optifit_gg,split_49
30,0.6819425130189922,optifit_gg,split_50
68,0.6841992722102344,optifit_gg,split_50
137,0.683822312002616,optifit_gg,split_50
274,0.6793113440914056,optifit_gg,split_50
350,0.6777730375299422,optifit_gg,split_50
30,0.6753568967442367,optifit_gg,split_51
68,0.6788835701441137,optifit_gg,split_51
137,0.6779521592957152,optifit_gg,split_51
